Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2017/09/01,18:58,Friday,YONGE BD STATION,MUIS,0,0,,BD,0
2017/09/01,19:16,Friday,CHRISTIE STATION,TUSC,0,0,W,BD,5307
2017/09/01,19:24,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2017/09/01,19:49,Friday,WOODBINE STATION,TUSC,14,17,W,BD,5046
2017/09/01,21:12,Friday,WILSON STATION,MUPAA,5,8,S,YU,5411
2017/09/01,22:00,Friday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,BD,0
2017/09/01,22:22,Friday,BLOOR STATION,SUO,0,0,S,YU,0
2017/09/01,22:43,Friday,MUSEUM STATION,TUSC,0,0,S,YU,5706
2017/09/01,23:15,Friday,YONGE UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017/09/01,23:20,Friday,YONGE UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017/09/01,23:21,Friday,KENNEDY SRT STATION,MRD,8,13,N,SRT,3025
2017/09/01,23:53,Friday,SHEPPARD STATION,PUSI,3,7,N,YU,5731
2017/09/01,23:59,Friday,JANE STATION,TUSC,0,0,E,BD,5081
2017/09/02,00:38,Saturday,FINCH STATION,MUIR,5,9,S,YU,6011
2017/09/02,01:10,Saturday,ROYAL YORK STATION,MUIS,0,0,E,BD,5188
2017/09/02,01:54,Saturday,BLOOR STATION,TUCC,4,9,N,YU,5726
2017/09/02,02:23,Saturday,SHEPPARD STATION,MUIS,0,0,N,YU,0
2017/09/02,05:54,Saturday,LAWRENCE STATION,PUSO,0,0,S,YU,5731
2017/09/02,05:56,Saturday,LAWRENCE STATION,PUSO,3,7,N,YU,5931
2017/09/02,06:30,Saturday,KIPLING STATION,MUSC,0,0,E,BD,5146
2017/09/02,06:34,Saturday,KENNEDY BD STATION,MUSC,0,0,W,BD,5211
2017/09/02,07:28,Saturday,ST CLAIR WEST STATION,PUTIJ,5,9,N,YU,5511
2017/09/02,08:34,Saturday,SHEPPARD WEST STATION,TUSC,0,0,N,YU,5521
2017/09/02,09:12,Saturday,QUEEN STATION,TUO,3,7,N,YU,5526
2017/09/02,09:15,Saturday,WARDEN STATION,SUDP,0,0,,BD,0
2017/09/02,09:54,Saturday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2017/09/02,11:00,Saturday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2017/09/02,11:22,Saturday,SHEPPARD WEST STATION,EUNT,3,6,S,YU,5401
2017/09/02,11:37,Saturday,JANE STATION,TUSC,0,0,W,BD,5257
2017/09/02,11:45,Saturday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2017/09/02,12:34,Saturday,YONGE BD STATION,SUCOL,0,0,E,BD,5139
2017/09/02,12:35,Saturday,BLOOR STATION,MUO,0,0,N,YU,5451
2017/09/02,13:24,Saturday,SHEPPARD WEST STATION,MUSC,0,0,N,YU,5926
2017/09/02,14:49,Saturday,YONGE BD STATION,PUMEL,0,0,,BD,0
2017/09/02,16:12,Saturday,ST CLAIR WEST STATION,MUPAA,0,0,S,YU,5706
2017/09/02,17:18,Saturday,GLENCAIRN STATION,TUSC,0,0,N,YU,5801
2017/09/02,17:20,Saturday,SPADINA YUS STATION,MUSC,0,0,N,YU,5936
2017/09/02,19:14,Saturday,OLD MILL STATION,SUEAS,4,8,W,BD,5028
2017/09/02,19:17,Saturday,EGLINTON STATION,MUD,7,10,S,YU,6106
2017/09/02,19:30,Saturday,DUNDAS STATION,MUIR,4,8,N,YU,5776
2017/09/02,19:44,Saturday,QUEEN STATION,MUPAA,0,0,S,YU,5961
2017/09/02,20:57,Saturday,WELLESLEY STATION,MUPAA,0,0,N,YU,5966
2017/09/02,21:31,Saturday,BROADVIEW STATION,SUDP,0,0,E,BD,5033
2017/09/02,21:35,Saturday,YONGE SHP STATION,TUSC,3,8,W,SHP,6196
2017/09/02,22:00,Saturday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2017/09/02,22:18,Saturday,YONGE SHP STATION,MUPAA,0,0,E,SHP,6191
2017/09/02,22:35,Saturday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2017/09/02,22:45,Saturday,SPADINA BD STATION,MUIS,0,0,E,BD,0
2017/09/02,22:56,Saturday,FINCH STATION,PUTDN,12,16,N,YU,5656
2017/09/02,23:02,Saturday,YONGE BD STATION,MUIS,0,0,,BD,0
2017/09/02,23:20,Saturday,FINCH STATION,MUSC,0,0,S,YU,5911
2017/09/02,23:25,Saturday,BLOOR DANFORTH SUBWAY,MUO,0,0,,BD,0
2017/09/03,00:24,Sunday,ISLINGTON STATION,TUSC,0,0,E,BD,5090
2017/09/03,00:40,Sunday,ROSEDALE STATION,MUI,6,10,N,YU,6011
2017/09/03,01:05,Sunday,SHEPPARD WEST STATION,MUIE,4,8,S,YU,5521
2017/09/03,01:19,Sunday,JANE STATION,MUDD,3,7,E,BD,5072
2017/09/03,01:23,Sunday,RUNNYMEDE STATION,MUDD,0,0,E,BD,5072
2017/09/03,01:49,Sunday,DUFFERIN STATION,SUUT,7,11,W,BD,5129
2017/09/03,02:16,Sunday,HIGH PARK STATION,TUSC,0,0,E,BD,5139
2017/09/03,07:25,Sunday,SHEPPARD WEST STATION,MUNCA,0,0,,YU,0
2017/09/03,07:45,Sunday,QUEEN'S PARK STATION,MUNCA,0,0,,YU,0
2017/09/03,07:53,Sunday,WILSON STATION,MUSC,0,0,S,YU,5656
2017/09/03,08:07,Sunday,HIGH PARK STATION,EUSC,3,0,W,BD,5028
2017/09/03,08:31,Sunday,COXWELL STATION,MUSC,0,0,E,BD,5318
2017/09/03,08:55,Sunday,KIPLING STATION,MUSC,0,0,E,BD,5340
2017/09/03,08:55,Sunday,OSSINGTON STATION,SUCOL,0,0,W,BD,5286
2017/09/03,09:28,Sunday,CHRISTIE STATION,PUTIJ,0,0,E,BD,5265
2017/09/03,09:34,Sunday,GLENCAIRN STATION,MUIS,0,0,N,YU,0
2017/09/03,09:35,Sunday,LESLIE STATION,TUSC,0,0,W,SHP,6176
2017/09/03,10:07,Sunday,ST CLAIR STATION,TUSC,0,0,S,YU,5721
2017/09/03,10:54,Sunday,EGLINTON WEST STATION,TUOS,0,0,S,YU,5916
2017/09/03,11:31,Sunday,QUEEN STATION,MUPAA,0,0,S,YU,5666
2017/09/03,12:19,Sunday,YONGE BD STATION,MUTO,0,0,W,BD,5286
2017/09/03,12:57,Sunday,ST PATRICK STATION,MUPAA,0,0,S,YU,5541
2017/09/03,13:14,Sunday,EGLINTON STATION,PUMEL,0,0,,YU,0
2017/09/03,13:30,Sunday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2017/09/03,13:36,Sunday,DUNDAS STATION,SUDP,5,9,N,YU,5716
2017/09/03,13:55,Sunday,ISLINGTON STATION,PUMEL,0,0,,BD,0
2017/09/03,14:06,Sunday,ELLESMERE STATION,ERPR,5,12,S,SRT,3020
2017/09/03,14:14,Sunday,EGLINTON STATION,MUPAA,0,0,S,YU,5586
2017/09/03,15:06,Sunday,SPADINA YUS STATION,MUPAA,0,0,S,YU,5881
2017/09/03,15:32,Sunday,DUPONT STATION,MUPAA,0,0,N,YU,6051
2017/09/03,15:32,Sunday,ISLINGTON STATION,TUSC,0,0,E,BD,5082
2017/09/03,15:34,Sunday,ST PATRICK STATION,TUSC,0,0,S,YU,5581
2017/09/03,16:49,Sunday,RUNNYMEDE STATION,PUSTC,0,0,W,BD,5042
2017/09/03,17:03,Sunday,SUMMERHILL STATION,MUNCA,0,0,,YU,0
2017/09/03,17:08,Sunday,FINCH STATION,MUTO,3,7,N,YU,5706
2017/09/03,17:28,Sunday,EGLINTON STATION,MUNCA,0,0,,YU,0
2017/09/03,17:32,Sunday,SHEPPARD WEST STATION,EUBO,5,9,N,YU,5936
2017/09/03,18:15,Sunday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,5881
2017/09/03,18:54,Sunday,ST GEORGE YUS STATION,MUPAA,3,7,N,YU,5721
2017/09/03,18:57,Sunday,FINCH STATION,MUPAA,4,8,S,YU,5741
2017/09/03,20:01,Sunday,LAWRENCE EAST STATION,MRPAA,0,0,N,SRT,3025
2017/09/03,20:01,Sunday,WELLESLEY STATION,PUMEL,0,0,,YU,0
2017/09/03,20:02,Sunday,DAVISVILLE HOSTLER,EUBK,4,8,S,YU,5811
2017/09/03,21:02,Sunday,FINCH STATION,EUTRD,4,8,S,YU,5846
2017/09/03,21:42,Sunday,QUEEN'S PARK STATION,MUPAA,3,7,N,YU,6121
2017/09/03,22:00,Sunday,YONGE UNIVERSITY LINE,MUO,0,0,,YU/BD,0
2017/09/03,22:33,Sunday,JANE STATION,MUSC,0,0,E,BD,5230
2017/09/03,23:06,Sunday,KIPLING STATION,MUSC,0,0,W,BD,5186
2017/09/03,23:24,Sunday,DUNDAS WEST STATION,MUIS,0,0,,BD,0
2017/09/04,00:05,Monday,UNION STATION,SUDP,0,0,N,YU,5801
2017/09/04,05:29,Monday,WILSON HOSTLER,MUSC,0,0,S,YU,6021
2017/09/04,07:21,Monday,GREENWOOD STATION,MUPAA,0,0,E,BD,5310
2017/09/04,08:09,Monday,YORK MILLS STATION,EUSC,0,0,S,YU,5956
2017/09/04,08:11,Monday,ST PATRICK STATION,MUIS,0,0,,YU,0
2017/09/04,08:21,Monday,KENNEDY BD STATION,MUSC,0,0,W,BD,5131
2017/09/04,08:52,Monday,COLLEGE STATION,SUDP,3,7,S,YU,6051
2017/09/04,11:30,Monday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2017/09/04,11:46,Monday,EGLINTON STATION,EUBK,4,8,S,YU,5841
2017/09/04,11:53,Monday,COLLEGE STATION,TUMVS,0,0,S,YU,5436
2017/09/04,12:47,Monday,YONGE SHP STATION,TUSC,0,0,E,SHP,6191
2017/09/04,13:16,Monday,YONGE BD STATION,PUMEL,0,0,,BD,0
2017/09/04,13:46,Monday,SCARB CTR STATION,MRTO,5,10,S,SRT,3008
2017/09/04,14:02,Monday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,6126
2017/09/04,15:13,Monday,SPADINA BD STATION,EUSC,0,0,E,BD,5212
2017/09/04,15:20,Monday,YONGE BD STATION,EUSC,0,0,E,BD,5212
2017/09/04,15:29,Monday,DONLANDS STATION,TUSC,0,0,E,BD,5212
2017/09/04,16:32,Monday,YONGE SHP STATION,TUSC,0,0,E,SHP,6151
2017/09/04,16:58,Monday,KIPLING STATION,MUSC,0,0,E,BD,5204
2017/09/04,17:16,Monday,ST GEORGE BD STATION,TUSC,0,0,W,BD,5307
2017/09/04,17:36,Monday,COXWELL STATION,MUIR,9,13,E,BD,5205
2017/09/04,17:59,Monday,GREENWOOD STATION,TUSC,0,0,W,BD,5113
2017/09/04,18:02,Monday,BATHURST STATION,MUIS,0,0,E,BD,0
2017/09/04,18:09,Monday,DAVISVILLE HOSTLER,MUTO,3,7,S,YU,5861
2017/09/04,18:14,Monday,WELLESLEY STATION,PUSI,0,0,S,YU,5436
2017/09/04,18:26,Monday,KIPLING STATION,EUSC,0,0,E,BD,5212
2017/09/04,18:30,Monday,ISLINGTON STATION,EUSC,0,0,E,BD,5212
2017/09/04,18:31,Monday,COLLEGE STATION,MUPAA,0,0,N,YU,6126
2017/09/04,19:18,Monday,MAIN STREET STATION,EUDO,6,10,W,BD,5104
2017/09/04,19:21,Monday,SHEPPARD WEST STATION,MUSC,0,0,S,YU,5821
2017/09/04,19:55,Monday,LESLIE STATION,TUSC,0,0,W,SHP,6176
2017/09/04,19:55,Monday,SHEPPARD WEST STATION,TUSC,0,0,N,YU,6026
2017/09/04,20:05,Monday,DON MILLS STATION,TUMVS,30,35,W,SHP,6155
2017/09/04,20:55,Monday,SHEPPARD WEST STATION,PUSTC,4,8,S,YU,6006
2017/09/04,21:10,Monday,LESLIE STATION,PUSO,5,10,E,SHP,6171
2017/09/04,21:14,Monday,KENNEDY BD STATION,EUO,4,8,E,BD,5357
2017/09/04,22:00,Monday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2017/09/04,22:15,Monday,KENNEDY SRT STATION,SRO,7,14,N,SRT,3007
2017/09/04,22:43,Monday,YONGE UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017/09/05,00:24,Tuesday,YORK MILLS STATION,MUSC,0,0,N,YU,5816
2017/09/05,00:49,Tuesday,HIGH PARK STATION,PUSI,0,0,W,BD,5146
2017/09/05,01:35,Tuesday,WOODBINE STATION,MUIS,0,0,E,BD,0
2017/09/05,05:08,Tuesday,QUEEN STATION,MUNCA,0,0,,YU,0
2017/09/05,05:20,Tuesday,SCARB CTR STATION,TRNCA,0,0,,SRT,0
2017/09/05,05:33,Tuesday,WILSON HOSTLER,MUSC,0,0,S,YU,6086
2017/09/05,05:47,Tuesday,GREENWOOD PORTAL,MUSC,0,0,W,BD,5008
2017/09/05,05:51,Tuesday,ST CLAIR STATION,MUIS,0,0,S,YU,5651
2017/09/05,05:52,Tuesday,KEELE STATION,MUSC,0,0,W,BD,5018
2017/09/05,05:57,Tuesday,WILSON HOSTLER,MUSC,0,0,S,YU,5576
2017/09/05,06:02,Tuesday,UNION STATION,TUO,5,0,N,YU,5651
2017/09/05,06:37,Tuesday,YORKDALE STATION,EUDO,3,5,S,YU,5901
2017/09/05,06:52,Tuesday,WOODBINE STATION,EUNT,3,5,E,BD,5196
2017/09/05,06:56,Tuesday,WARDEN STATION,MUSC,0,0,W,BD,5082
2017/09/05,07:00,Tuesday,GREENWOOD STATION,MUSC,0,0,E,BD,5354
2017/09/05,07:11,Tuesday,GREENWOOD STATION,MUSC,0,0,W,BD,5294
2017/09/05,07:16,Tuesday,EGLINTON STATION,MUIRS,0,0,,YU,0
2017/09/05,07:25,Tuesday,FINCH STATION,MUSC,0,0,S,YU,5836
2017/09/05,07:26,Tuesday,KENNEDY BD STATION,MUPAA,3,5,W,BD,5304
2017/09/05,07:28,Tuesday,ST GEORGE BD STATION,MUIR,0,0,W,BD,5335
2017/09/05,07:32,Tuesday,BLOOR STATION,MUIS,0,0,,YU,0
2017/09/05,07:37,Tuesday,KEELE STATION,PUSTS,0,0,E,BD,5041
2017/09/05,08:29,Tuesday,FINCH STATION,MUIS,0,0,,YU,0
2017/09/05,08:30,Tuesday,GREENWOOD STATION,MUIS,0,0,,BD,0
2017/09/05,08:39,Tuesday,WARDEN STATION,MUSC,0,0,E,BD,5223
2017/09/05,08:54,Tuesday,EGLINTON STATION,TUCC,0,0,S,YU,5076
2017/09/05,09:54,Tuesday,CHRISTIE STATION,MUSC,0,0,E,BD,5285
2017/09/05,11:12,Tuesday,CHESTER STATION,SUUT,0,0,,BD,5245
2017/09/05,11:40,Tuesday,CHRISTIE STATION,MUSC,0,0,E,BD,5044
2017/09/05,12:03,Tuesday,KENNEDY BD STATION,MUSC,0,0,W,BD,5122
2017/09/05,12:15,Tuesday,YUS/BD/SHEPPARD SUBWAY,MUGD,0,0,,YU,0
2017/09/05,12:19,Tuesday,LANSDOWNE STATION,SUO,3,6,W,BD,5214
2017/09/05,12:19,Tuesday,OSSINGTON STATION,MUIS,0,0,,BD,0
2017/09/05,12:51,Tuesday,WOODBINE STATION,MUIS,0,0,,BD,0
2017/09/05,13:49,Tuesday,KIPLING STATION,EUAC,4,7,W,BD,5321
2017/09/05,13:59,Tuesday,KING STATION,SUDP,7,10,S,YU,5521
2017/09/05,14:10,Tuesday,ROYAL YORK STATION,MUSC,0,0,E,BD,5265
2017/09/05,14:27,Tuesday,HIGH PARK STATION,PUSTS,0,0,W,BD,5122
2017/09/05,14:39,Tuesday,LESLIE STATION,MUSC,0,0,W,SHP,6176
2017/09/05,14:48,Tuesday,ISLINGTON STATION,TUSC,0,0,E,BD,5066
2017/09/05,15:06,Tuesday,BLOOR STATION,SUSA,0,0,S,YU,0
2017/09/05,15:20,Tuesday,KIPLING STATION,MUIRS,0,0,,BD,0
2017/09/05,15:23,Tuesday,HIGH PARK STATION,PUSTS,0,0,W,BD,5110
2017/09/05,15:23,Tuesday,VICTORIA PARK STATION,SUDP,0,0,,BD,0
2017/09/05,15:30,Tuesday,HIGH PARK STATION,TUSC,0,0,W,BD,5246
2017/09/05,15:44,Tuesday,LESLIE STATION,MUSC,0,0,W,SHP,6176
2017/09/05,15:58,Tuesday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5181
2017/09/05,16:00,Tuesday,ST CLAIR STATION,MUDD,7,9,S,YU,6001
2017/09/05,16:07,Tuesday,LESLIE STATION,MUSC,0,0,W,SHP,6176
2017/09/05,16:20,Tuesday,MUSEUM STATION,MUPAA,0,0,N,YU,6026
2017/09/05,16:30,Tuesday,BROADVIEW STATION,MUIRS,0,0,,BD,0
2017/09/05,16:41,Tuesday,SPADINA BD STATION,SUDP,0,0,E,BD,5104
2017/09/05,17:00,Tuesday,ST CLAIR WEST STATION,MUI,6,8,S,YU,5551
2017/09/05,17:29,Tuesday,FINCH STATION,MUNCA,0,0,,YU,0
2017/09/05,17:30,Tuesday,KENNEDY BD STATION,MUIR,9,11,W,BD,5188
2017/09/05,17:40,Tuesday,KENNEDY BD STATION,PUSTC,14,16,E,BD,5036
2017/09/05,17:47,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5027
2017/09/05,17:47,Tuesday,SHEPPARD STATION,MUIS,0,0,,YU,0
2017/09/05,18:14,Tuesday,KENNEDY SRT STATION,ERTC,5,10,N,SRT,3013
2017/09/05,18:17,Tuesday,KENNEDY SRT STATION,TRO,10,15,S,SRT,3026
2017/09/05,19:15,Tuesday,ISLINGTON STATION,MUIS,0,0,,BD,0
2017/09/05,19:24,Tuesday,LESLIE STATION,MUSC,0,0,W,SHP,6176
2017/09/05,19:39,Tuesday,MAIN STREET STATION,MUIRS,0,0,,BD,0
2017/09/05,20:04,Tuesday,HIGH PARK STATION,PUSNT,0,0,W,BD,5361
2017/09/05,20:28,Tuesday,KIPLING STATION,TUSC,0,0,W,BD,5188
2017/09/05,22:00,Tuesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,BD,0
2017/09/05,23:40,Tuesday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2017/09/05,23:53,Tuesday,LAWRENCE EAST STATION,SRDP,0,0,,SRT,0
2017/09/06,01:19,Wednesday,SHEPPARD WEST STATION,MUIS,0,0,,YU,5108
2017/09/06,01:20,Wednesday,BLOOR STATION,SUDP,7,11,N,YU,5431
2017/09/06,05:34,Wednesday,WILSON YARD,MUSC,0,0,S,YU,6066
2017/09/06,05:42,Wednesday,ST PATRICK STATION,MUNCA,0,0,,YU,0
2017/09/06,05:43,Wednesday,DON MILLS STATION,MUSC,0,0,W,SHP,6176
2017/09/06,05:44,Wednesday,ST GEORGE YUS STATION,EUOE,0,0,N,YU,41
2017/09/06,06:01,Wednesday,BATHURST STATION,MUD,0,0,W,BD,5079
2017/09/06,06:02,Wednesday,HIGH PARK STATION,PUSTS,3,7,W,BD,5214
2017/09/06,06:16,Wednesday,HIGH PARK STATION,MUSC,0,0,W,BD,5079
2017/09/06,06:35,Wednesday,YORKDALE STATION,EUSC,0,0,N,YU,5681
2017/09/06,07:00,Wednesday,KIPLING STATION,MUSC,0,0,E,BD,5166
2017/09/06,07:19,Wednesday,HIGH PARK STATION,MUPLB,5,7,E,BD,5299
2017/09/06,07:33,Wednesday,KENNEDY BD STATION,MUSC,0,0,W,BD,5332
2017/09/06,07:36,Wednesday,UNION STATION,EUBK,0,0,S,YU,5696
2017/09/06,07:38,Wednesday,KEELE STATION,MUI,5,7,E,BD,5208
2017/09/06,08:24,Wednesday,BLOOR STATION,MUIR,3,5,S,YU,5911
2017/09/06,08:47,Wednesday,GREENWOOD WYE,MUSC,0,0,E,BD,5217
2017/09/06,10:17,Wednesday,ST CLAIR WEST STATION,EUBK,5,8,N,YU,5841
2017/09/06,10:52,Wednesday,HIGH PARK STATION,MUIS,0,0,E,BD,0
2017/09/06,11:26,Wednesday,ISLINGTON STATION,PUMEL,0,0,,BD,0
2017/09/06,11:47,Wednesday,DUPONT STATION,MUPAA,0,0,N,YU,5551
2017/09/06,12:18,Wednesday,GREENWOOD YARD,PUTOE,0,0,,BD,0
2017/09/06,13:33,Wednesday,YORK MILLS STATION,PUMEL,0,0,,YU,0
2017/09/06,15:14,Wednesday,WILSON HOSTLER,MUSC,0,0,S,YU,5816
2017/09/06,15:22,Wednesday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0
2017/09/06,15:24,Wednesday,WOODBINE STATION,EUSC,0,0,W,BD,5326
2017/09/06,15:27,Wednesday,KIPLING STATION,MUSC,0,0,E,BD,5307
2017/09/06,15:28,Wednesday,BAY STATION,MUIR,3,6,E,BD,5057
2017/09/06,16:39,Wednesday,OLD MILL STATION,MUIR,5,7,E,BD,5238
2017/09/06,16:40,Wednesday,WILSON STATION,MUSC,0,0,S,YU,5831
2017/09/06,17:11,Wednesday,MAIN STREET STATION,EUSC,0,0,W,BD,5325
2017/09/06,17:32,Wednesday,FINCH STATION,MUSC,0,0,S,YU,5566
2017/09/06,18:16,Wednesday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5816
2017/09/06,18:44,Wednesday,ELLESMERE STATION,MRUIR,0,0,N,SRT,3007
2017/09/06,19:13,Wednesday,SPADINA BD STATION,MUIS,0,0,E,BD,0
2017/09/06,20:00,Wednesday,YONGE BD STATION,MUIS,0,0,E,BD,5260
2017/09/06,20:00,Wednesday,YORK MILLS STATION,TUSC,0,0,S,YU,5681
2017/09/06,20:12,Wednesday,COXWELL STATION,MUIS,0,0,,BD,0
2017/09/06,22:00,Wednesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2017/09/06,22:17,Wednesday,EGLINTON STATION,MUIS,0,0,N,YU,0
2017/09/06,23:10,Wednesday,DON MILLS STATION,TUSC,0,0,W,SHP,6156
2017/09/06,23:25,Wednesday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2017/09/06,23:28,Wednesday,ST CLAIR STATION,MUPAA,0,0,N,YU,5791
2017/09/07,00:54,Thursday,HIGH PARK STATION,PUMST,0,0,,BD,0
2017/09/07,01:40,Thursday,CHRISTIE STATION,MUSC,0,0,W,BD,5110
2017/09/07,05:41,Thursday,DAVISVILLE HOSTLER,TUSC,0,0,N,YU,5691
2017/09/07,05:55,Thursday,GREENWOOD STATION,EUCD,15,19,E,BD,5181
2017/09/07,05:57,Thursday,ST GEORGE BD STATION,EUCD,4,8,W,BD,5079
2017/09/07,06:00,Thursday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
2017/09/07,06:00,Thursday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0
2017/09/07,06:00,Thursday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU/BD,0
2017/09/07,06:01,Thursday,KENNEDY BD STATION,TUNIP,11,15,W,BD,5208
2017/09/07,06:09,Thursday,KENNEDY SRT STATION,ERTC,6,11,N,SRT,3013
2017/09/07,06:12,Thursday,CHRISTIE STATION,EUCD,9,13,W,BD,5113
2017/09/07,06:15,Thursday,DONLANDS STATION,PUTOE,0,0,E,BD,0
2017/09/07,06:48,Thursday,WILSON STATION,MUSC,0,0,S,YU,6131
2017/09/07,07:07,Thursday,MAIN STREET STATION,EUSC,0,0,E,BD,5082
2017/09/07,07:12,Thursday,WARDEN STATION,MUSC,3,6,E,BD,5082
2017/09/07,07:34,Thursday,ISLINGTON STATION,TUNIP,3,6,E,BD,5348
2017/09/07,07:41,Thursday,FINCH STATION,MUSC,0,0,S,YU,5866
2017/09/07,07:50,Thursday,KIPLING STATION,TUSC,0,0,W,BD,5214
2017/09/07,07:55,Thursday,EGLINTON STATION,MUPAA,0,0,S,YU,6106
